SampleID,SampleType,Well,Location,Plate,Date,Month,mL_Filtered,pMR,plant_reads,plant_QuantIT,plant_uL_pooled,plant_ng_added,plant_norm_reads,aMR,animal_reads,animal_QuantIT,animal_uL_pooled,animal_ng_added,animal_norm_read,xMR,Coast_City,City_Town,Coast_Inland,County,long,lat,DistancetoCoast,Capacity_mgd,PopulationServedK,Per_capita_income_k,Population_density,White_percent,Black_AA_percent,AmericanIndianAlaska_percent,Asian_percent,Hawaiian_PacificIslander_percent,Mixed_percent,HispanicLatino_percent,White_nonHispanic_percent,Foreign_born_percent,High_school_percent,Bachelor_percent,Poverty_percent,CountyBrewery,CityBrewery,HealthInsured_19less,HealthInsured_18_64,FoodInsecure_rate,ChildFoodInsecure,CostPerMeal,InsuredPercent_under19yr,InsuredPercent_18_64,FoodInsecure_percent,LimitedHealthyFoodsAccess_percent,RuralArea_percent,Obesity_20yr_percent,AdultObesity_percent,FoodEnvironmentIndex,ExcessiveDrinking_percent,DrunkDrivingDeaths_percent,Lowbirthweight_percent,Diabetes_20yr_percent,NewDiabetes_perk_20yr
NCWW022621_80,WasteWater,H10,Charlotte 2,NCWW022621,10/7/2020,10,20,50,18114,0.99,12.12121212,12,112080,9,55525,0.305,15,4.58,831966,59,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_88,WasteWater,H11,Charlotte 1,NCWW022621,11/4/2020,11,20,55,19019,0.567,15,8.505,95095,8,50107,2.049,5.86,12,1925048,63,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_1,WasteWater,A01,Beaufort,NCWW2021,6/18/2021,6,40,NA,1703,0.375,20,7.5,3193,NA,19524,9.03,3.875968992,35,566684,NA,Coast_Town,Town,Coast,carteret,-76.6383,34.7173,0,1.5,3.5,29.322,51.48595304,0.725,0.238,0.012,0.006,0.001,0.019,0.085,0.662,0.036,0.877,0.204,0.201,5,2,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_34,WasteWater,A02,Wilmington City,NCWW2021,6/18/2021,6,40,NA,9054,11.135,3.59,40,94515,NA,19076,18.119,1.931673933,35,1110979,NA,Coast_City,City,Coast,new hanover,-77.94805,34.16995,0,5.5,58.361,38.89,702.0894898,0.744,0.172,0.003,0.013,0.002,0.036,0.071,0.709,0.047,0.935,0.436,0.188,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_38,WasteWater,A03,Winston Salem,NCWW2021,6/18/2021,6,40,NA,24258,18.193,2.2,40,413743,NA,32980,6.144,5.696614583,35,651308,NA,Inland_City,City,Inland,forsyth,-80.3145,36.03478,180,15.3,178,30.859,939.4595912,0.529,0.335,0.005,0.026,0.001,0.065,0.162,0.45,0.102,0.88,0.346,0.19,15,11,95.6,84.8,11.6,16.8,3.81,95.6,84.8,13.8,13.9335561,7.346508113,31.5,33.5,6.9,15.11170889,31.47208122,10.50322581,9.6,9.2
NCWW2021_21,WasteWater,A04,Newport,NCWW2021,6/18/2021,6,40,NA,11479,19.092,2.1,40,205460,NA,14398,14.411,2.428700298,35,666931,NA,Coast_Town,Town,Coast,carteret,-76.86373,34.78416,0,1.2,16.622,25.448,51.48595304,0.66,0.179,0.008,0.036,0.005,0.079,0.164,0.568,0.044,0.938,0.166,0.131,5,1,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_17,WasteWater,A05,Marion,NCWW2021,6/16/2021,6,40,NA,20773,7.588,5.27,40,147774,NA,33910,32.918,1.063248071,35,3587944,NA,Inland_Town,Town,Inland,mcdowell,-82.04266,35.68481,200,3,8.459,20.812,99.03596772,0.707,0.125,0.006,0.032,0,0.076,0.179,0.633,0.14,0.757,0.161,0.219,3,1,95,83.9,13.7,15,3.22,95,83.9,15.5,2.176011987,70.30180461,23.9,30.1,7.7,18.20667449,28.57142857,8.641975309,7.9,11.2
NCWW2021_27,WasteWater,A06,Charlotte 2,NCWW2021,6/11/2021,6,40,NA,18752,13.706,2.92,40,240951,NA,22342,27.501,1.272680993,35,1974945,NA,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_2,WasteWater,B01,Beaufort,NCWW2021,6/22/2021,6,40,NA,15483,15.351,2.61,40,222825,NA,9455,20.178,1.734562395,35,613231,NA,Coast_Town,Town,Coast,carteret,-76.6383,34.7173,0,1.5,3.5,29.322,51.48595304,0.725,0.238,0.012,0.006,0.001,0.019,0.085,0.662,0.036,0.877,0.204,0.201,5,2,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_35,WasteWater,B02,Wilmington City,NCWW2021,6/22/2021,6,40,NA,10479,13.007,3.08,40,127782,NA,14772,14.507,2.412628386,35,688813,NA,Coast_City,City,Coast,new hanover,-77.94805,34.16995,0,5.5,58.361,38.89,702.0894898,0.744,0.172,0.003,0.013,0.002,0.036,0.071,0.709,0.047,0.935,0.436,0.188,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_39,WasteWater,B03,Winston Salem,NCWW2021,6/22/2021,6,40,NA,29837,7.874,5.08,40,220253,NA,29945,14.722,2.377394376,35,1417019,NA,Inland_City,City,Inland,forsyth,-80.3145,36.03478,180,15.3,178,30.859,939.4595912,0.529,0.335,0.005,0.026,0.001,0.065,0.162,0.45,0.102,0.88,0.346,0.19,15,11,95.6,84.8,11.6,16.8,3.81,95.6,84.8,13.8,13.9335561,7.346508113,31.5,33.5,6.9,15.11170889,31.47208122,10.50322581,9.6,9.2
NCWW2021_22,WasteWater,B04,Newport,NCWW2021,6/22/2021,6,40,NA,12156,13.026,3.07,40,148448,NA,17903,11.857,2.951842793,35,682315,NA,Coast_Town,Town,Coast,carteret,-76.86373,34.78416,0,1.2,16.622,25.448,51.48595304,0.66,0.179,0.008,0.036,0.005,0.079,0.164,0.568,0.044,0.938,0.166,0.131,5,1,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_18,WasteWater,B05,Marion,NCWW2021,6/21/2021,6,40,NA,21556,11.262,3.55,40,227591,NA,25287,25.854,1.353755705,35,2101404,NA,Inland_Town,Town,Inland,mcdowell,-82.04266,35.68481,200,3,8.459,20.812,99.03596772,0.707,0.125,0.006,0.032,0,0.076,0.179,0.633,0.14,0.757,0.161,0.219,3,1,95,83.9,13.7,15,3.22,95,83.9,15.5,2.176011987,70.30180461,23.9,30.1,7.7,18.20667449,28.57142857,8.641975309,7.9,11.2
NCWW2021_9,WasteWater,C01,Greenville,NCWW2021,6/18/2021,6,40,NA,27962,9.909,4.04,40,259758,NA,15742,25.495,1.3728182,35,1290029,NA,Inland_City,City,Inland,pitt,-77.30678,35.60849,80,17.5,89.616,28.424,264.9765643,0.525,0.392,0.003,0.025,0,0.034,0.043,0.508,0.04,0.928,0.389,0.262,5,2,95.1,85.1,13.1,20.9,3.74,95.1,85.1,16.1,3.156236291,25.43592549,38.8,39.1,7.4,16.51850136,21.10091743,10.46766033,9,10.7
NCWW2021_28,WasteWater,C02,Charlotte 2,NCWW2021,6/18/2021,6,40,NA,9555,11.262,3.55,40,100883,NA,25199,13.68,2.558479532,35,1108036,NA,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_23,WasteWater,C03,Carrboro,NCWW2021,6/18/2021,6,40,NA,66515,4.749,8.42,40,296137,NA,34263,13.434,2.60532976,35,1479501,NA,Inland_Town,Town,Inland,orange,-77.13877,34.68317,130,14.5,78.141,43.407,369.5443599,0.67,0.153,0.006,0.085,0,0.072,0.085,0.639,0.14,0.955,0.686,0.121,7,4,95.1,90,9.5,6.6,4.48,95.1,90,10.8,8.919757209,28.53192428,20,21.8,7.9,19.30767644,35.71428571,7.514240698,7.6,6.4
NCWW2021_25,WasteWater,C04,Roanoke Rapids,NCWW2021,6/18/2021,6,40,NA,32411,15.133,2.64,40,459821,NA,22437,19.41,1.80319423,35,1399828,NA,Inland_Town,Town,Inland,halifax,-77.61094,36.43463,70,8.3,14.32,24.827,65.46888463,0.534,0.345,0.012,0.014,0.005,0.067,0.048,0.516,0.029,0.85,0.207,0.204,0,0,94.3,82.8,16,30,3.31,94.3,82.8,19.9,9.386241895,54.70552742,28.8,42.3,6.1,14.54617505,37.09677419,12.40192356,11.3,15.3
NCWW2021_11,WasteWater,C05,Laurinburg,NCWW2021,6/16/2021,6,40,NA,18057,6.175,6.48,40,104533,NA,30130,19.414,1.802822705,35,1880177,NA,Inland_Town,Town,Inland,scotland,-79.46741,34.75091,60,4,15.527,25.133,105.0944941,0.343,0.474,0.093,0.02,0,0.038,0.051,0.337,0.047,0.844,0.198,0.332,0,0,95.1,81.7,17.9,30.5,3.3,95.1,81.7,20.9,7.748698361,48.39173604,28.9,46.5,6,14.99331958,28.20512821,13.78758797,12.4,18.2
NCWW2021_10,WasteWater,D01,Greenville,NCWW2021,6/22/2021,6,40,NA,14823,13.96,2.87,40,193996,NA,17904,17.87,1.958589815,35,1028393,NA,Inland_City,City,Inland,pitt,-77.30678,35.60849,80,17.5,89.616,28.424,264.9765643,0.525,0.392,0.003,0.025,0,0.034,0.043,0.508,0.04,0.928,0.389,0.262,5,2,95.1,85.1,13.1,20.9,3.74,95.1,85.1,16.1,3.156236291,25.43592549,38.8,39.1,7.4,16.51850136,21.10091743,10.46766033,9,10.7
NCWW2021_29,WasteWater,D02,Charlotte 2,NCWW2021,6/22/2021,6,40,NA,29360,3.957,10.11,40,108916,NA,19510,6.033,5.801425493,35,378334,NA,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_24,WasteWater,D03,Carrboro,NCWW2021,6/22/2021,6,40,NA,36890,7.518,5.32,40,260005,NA,32015,26.235,1.334095674,35,2699722,NA,Inland_Town,Town,Inland,orange,-77.13877,34.68317,130,14.5,78.141,43.407,369.5443599,0.67,0.153,0.006,0.085,0,0.072,0.085,0.639,0.14,0.955,0.686,0.121,7,4,95.1,90,9.5,6.6,4.48,95.1,90,10.8,8.919757209,28.53192428,20,21.8,7.9,19.30767644,35.71428571,7.514240698,7.6,6.4
NCWW2021_26,WasteWater,D04,Roanoke Rapids,NCWW2021,6/22/2021,6,40,NA,22928,12.482,3.2,40,268301,NA,24442,19.894,1.759324419,35,1562944,NA,Inland_Town,Town,Inland,halifax,-77.61094,36.43463,70,8.3,14.32,24.827,65.46888463,0.534,0.345,0.012,0.014,0.005,0.067,0.048,0.516,0.029,0.85,0.207,0.204,0,0,94.3,82.8,16,30,3.31,94.3,82.8,19.9,9.386241895,54.70552742,28.8,42.3,6.1,14.54617505,37.09677419,12.40192356,11.3,15.3
NCWW2021_12,WasteWater,D05,Laurinburg,NCWW2021,6/21/2021,6,40,NA,12728,6.694,5.98,40,79876,NA,22001,13.76,2.543604651,35,973073,NA,Inland_Town,Town,Inland,scotland,-79.46741,34.75091,60,4,15.527,25.133,105.0944941,0.343,0.474,0.093,0.02,0,0.038,0.051,0.337,0.047,0.844,0.198,0.332,0,0,95.1,81.7,17.9,30.5,3.3,95.1,81.7,20.9,7.748698361,48.39173604,28.9,46.5,6,14.99331958,28.20512821,13.78758797,12.4,18.2
NCWW2021_19,WasteWater,E01,Raleigh,NCWW2021,6/17/2021,6,40,NA,20146,18.458,2.17,40,348614,NA,18759,14.237,2.458383086,35,858445,NA,Inland_City,City,Inland,wake,-78.59543,35.91362,130,75,550,42.632,1346.210361,0.561,0.286,0.004,0.047,0.001,0.054,0.113,0.524,0.13,0.923,0.524,0.121,34,22,95.4,88.6,8.5,8.9,4.14,95.4,88.6,10.4,4.909421289,6.101379256,29.7,27.6,8.3,18.30917533,28.35820896,7.784080677,8.2,7
NCWW2021_13,WasteWater,E02,Charlotte 1,NCWW2021,6/18/2021,6,40,NA,12393,14.528,2.75,40,168793,NA,32333,3.336,10.49160671,35,346702,NA,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_32,WasteWater,E03,Wilson,NCWW2021,6/18/2021,6,40,NA,68957,13.398,2.99,40,866143,NA,22397,24.851,1.408394028,35,1789032,NA,Inland_Town,Town,Inland,wilson,-77.9041,35.73307,70,14,49.384,25.927,211.6211463,0.396,0.484,0.004,0.014,0,0.029,0.114,0.369,0.067,0.823,0.223,0.213,0,0,94.1,81.3,13.7,23.1,3.51,94.1,81.3,17.8,1.108657917,38.66115173,25.7,33,7.2,16.18093381,23.94366197,11.38162808,8.4,12.1
NCWW2021_5,WasteWater,E04,Fayetteville,NCWW2021,6/18/2021,6,40,NA,20794,16.327,2.45,40,318285,NA,18454,13.428,2.606493893,35,796501,NA,Inland_City,City,Inland,cumberland,-78.89531,35.0688,60,21,151.589,27.223,519.1212872,0.408,0.425,0.009,0.031,0.005,0.087,0.129,0.353,0.078,0.925,0.276,0.191,5,4,95.8,84.8,14.1,23,3.62,95.8,84.8,16.9,12.83045921,13.36814523,37.1,32,6.3,16.90626439,29.56521739,10.05286892,12.2,11.9
NCWW2021_36,WasteWater,E05,Hanover County,NCWW2021,6/18/2021,6,40,NA,15447,5.502,7.27,40,79678,NA,25691,10.701,3.270722362,35,883669,NA,Coast_City,City,Coast,new hanover,-77.94604,34.25674,0,10.5,67.743,39.934,702.0894898,0.826,0.127,0.006,0.016,0.001,0.024,0.064,0.774,0.049,0.938,0.428,0.119,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_20,WasteWater,F01,Raleigh,NCWW2021,6/22/2021,6,40,NA,21605,18.727,2.14,40,379310,NA,13578,15.782,2.217716386,35,688783,NA,Inland_City,City,Inland,wake,-78.59543,35.91362,130,75,550,42.632,1346.210361,0.561,0.286,0.004,0.047,0.001,0.054,0.113,0.524,0.13,0.923,0.524,0.121,34,22,95.4,88.6,8.5,8.9,4.14,95.4,88.6,10.4,4.909421289,6.101379256,29.7,27.6,8.3,18.30917533,28.35820896,7.784080677,8.2,7
NCWW2021_14,WasteWater,F02,Charlotte 1,NCWW2021,6/22/2021,6,40,NA,10773,12.917,3.1,40,130458,NA,5187,0.876,20,17.52,29177,NA,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_33,WasteWater,F03,Wilson,NCWW2021,6/22/2021,6,40,NA,56501,2.833,13.87,40,150063,NA,13132,29.429,1.189303068,35,1242198,NA,Inland_Town,Town,Inland,wilson,-77.9041,35.73307,70,14,49.384,25.927,211.6211463,0.396,0.484,0.004,0.014,0,0.029,0.114,0.369,0.067,0.823,0.223,0.213,0,0,94.1,81.3,13.7,23.1,3.51,94.1,81.3,17.8,1.108657917,38.66115173,25.7,33,7.2,16.18093381,23.94366197,11.38162808,8.4,12.1
NCWW2021_6,WasteWater,F04,Fayetteville,NCWW2021,6/22/2021,6,40,NA,16771,8.67,4.61,40,136317,NA,15320,14.944,2.342077088,35,735885,NA,Inland_City,City,Inland,cumberland,-78.89531,35.0688,60,21,151.589,27.223,519.1212872,0.408,0.425,0.009,0.031,0.005,0.087,0.129,0.353,0.078,0.925,0.276,0.191,5,4,95.8,84.8,14.1,23,3.62,95.8,84.8,16.9,12.83045921,13.36814523,37.1,32,6.3,16.90626439,29.56521739,10.05286892,12.2,11.9
NCWW2021_37,WasteWater,F05,Hanover County,NCWW2021,6/22/2021,6,40,NA,17547,5.928,6.75,40,97517,NA,18110,12.731,2.749194879,35,741081,NA,Coast_City,City,Coast,new hanover,-77.94604,34.25674,0,10.5,67.743,39.934,702.0894898,0.826,0.127,0.006,0.016,0.001,0.024,0.064,0.774,0.049,0.938,0.428,0.119,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_30,WasteWater,G01,Durham,NCWW2021,6/18/2021,6,40,NA,24273,18.864,2.12,40,429268,NA,10675,8.002,4.373906523,35,274569,NA,Inland_City,City,Inland,durham,-78.98196,35.90301,130,20,108.105,39.496,1112.460167,0.47,0.372,0.004,0.053,0.001,0.062,0.132,0.406,0.146,0.906,0.528,0.135,9,9,94.1,84.1,9.6,15.3,3.99,94.1,84.1,13.5,7.460457973,5.627702392,29.1,28.3,7.5,16.24367761,25.35211268,8.742599569,9.2,8
NCWW2021_15,WasteWater,G02,Charlotte 3,NCWW2021,6/18/2021,6,40,NA,9957,9.52,4.2,40,88866,NA,17275,5.746,6.091193874,35,319057,NA,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_7,WasteWater,G03,Greensboro,NCWW2021,6/18/2021,6,40,NA,25262,17.789,2.25,40,421299,NA,25077,18.824,1.859328517,35,1517302,NA,Inland_City,City,Inland,guilford,-79.73713,36.10741,180,18,135.821,31.812,829.4988866,0.436,0.431,0.004,0.053,0.001,0.044,0.084,0.395,0.121,0.902,0.395,0.174,12,8,95.6,85.3,11,17.8,3.78,95.6,85.3,13.9,8.332821685,12.69435674,34.9,34.9,7.3,17.24820848,31.35313531,9.672612118,8.9,9.3
NCWW2021_3,WasteWater,G04,Asheville,NCWW2021,6/18/2021,6,40,NA,19128,8.046,4.97,40,144285,NA,19798,13.582,2.576940068,35,864310,NA,Inland_City,City,Inland,buncombe,-82.59798,35.63957,200,40,173,36.057,411.4566249,0.894,0.061,0.006,0.015,0.002,0.023,0.075,0.827,0.062,0.919,0.423,0.117,40,29,94.7,82.7,11.9,11.8,4.26,94.7,82.7,12.4,7.993473178,24.07959114,26.5,24.2,7.7,18.40160936,25.47770701,8.363309353,7,6.1
NCWW2021_31,WasteWater,H01,Durham,NCWW2021,6/22/2021,6,40,NA,19819,17.952,2.23,40,333554,NA,6744,4.859,7.203128216,35,105329,NA,Inland_City,City,Inland,durham,-78.98196,35.90301,130,20,108.105,39.496,1112.460167,0.47,0.372,0.004,0.053,0.001,0.062,0.132,0.406,0.146,0.906,0.528,0.135,9,9,94.1,84.1,9.6,15.3,3.99,94.1,84.1,13.5,7.460457973,5.627702392,29.1,28.3,7.5,16.24367761,25.35211268,8.742599569,9.2,8
NCWW2021_16,WasteWater,H02,Charlotte 3,NCWW2021,6/22/2021,6,40,NA,17602,5.184,7.72,40,85546,NA,17732,4.926,7.105156313,35,280761,NA,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_8,WasteWater,H03,Greensboro,NCWW2021,6/22/2021,6,40,NA,24924,15.956,2.51,40,372832,NA,11016,9.702,3.607503608,35,343534,NA,Inland_City,City,Inland,guilford,-79.73713,36.10741,180,18,135.821,31.812,829.4988866,0.436,0.431,0.004,0.053,0.001,0.044,0.084,0.395,0.121,0.902,0.395,0.174,12,8,95.6,85.3,11,17.8,3.78,95.6,85.3,13.9,8.332821685,12.69435674,34.9,34.9,7.3,17.24820848,31.35313531,9.672612118,8.9,9.3
NCWW2021_4,WasteWater,H04,Asheville,NCWW2021,6/22/2021,6,40,NA,21225,15.811,2.53,40,314614,NA,16813,15.408,2.271547248,35,832676,NA,Inland_City,City,Inland,buncombe,-82.59798,35.63957,200,40,173,36.057,411.4566249,0.894,0.061,0.006,0.015,0.002,0.023,0.075,0.827,0.062,0.919,0.423,0.117,40,29,94.7,82.7,11.9,11.8,4.26,94.7,82.7,12.4,7.993473178,24.07959114,26.5,24.2,7.7,18.40160936,25.47770701,8.363309353,7,6.1
